x1,x2,x3,x4
0,Larceny Theft,23,27
14,Larceny Theft,18,24
6,Larceny Theft,26,26
17,Larceny Theft,18,32
16,Larceny Theft,32,29
20,Larceny Theft,27,29
16,Larceny Theft,32,29
17,Burglary,23,26
23,Larceny Theft,29,30
21,Larceny Theft,22,28
15,Larceny Theft,23,21
10,Weapons Offense,25,28
10,Drug Offense,25,28
10,Drug Offense,25,28
3,Burglary,14,32
5,Assault,10,29
6,Warrant,25,26
6,Traffic Violation Arrest,25,26
13,Non-Criminal,27,21
8,Missing Person,23,23
23,Larceny Theft,30,25
7,Burglary,21,20
5,Burglary,20,29
6,Non-Criminal,7,33
4,Liquor Laws,18,28
4,Other Miscellaneous,18,28
4,Traffic Violation Arrest,18,28
20,Motor Vehicle Theft,11,34
7,Non-Criminal,28,28
17,Warrant,22,29
17,Warrant,22,29
19,Larceny Theft,26,28
0,Motor Vehicle Theft,29,26
9,Warrant,20,17
10,Missing Person,23,23
8,Larceny Theft,27,30
8,Fraud,27,30
21,Larceny Theft,25,33
21,Stolen Property,25,33
11,Missing Person,3,33
22,Larceny Theft,25,11
21,Non-Criminal,23,26
9,Non-Criminal,24,27
8,Other Offenses,22,28
8,Warrant,22,28
11,Other Miscellaneous,25,27
11,Non-Criminal,25,27
10,Stolen Property,24,28
10,Other Miscellaneous,24,28
10,Warrant,24,28
15,Non-Criminal,7,23
11,Drug Offense,25,26
11,Drug Offense,25,26
11,Drug Offense,25,26
8,Larceny Theft,8,18
0,Assault,26,26
18,Larceny Theft,18,28
10,Weapons Carrying Etc,23,20
10,Warrant,23,20
7,Non-Criminal,23,28
11,Non-Criminal,19,25
10,Non-Criminal,23,32
11,Larceny Theft,33,27
12,Larceny Theft,18,29
9,Drug Offense,15,29
9,Fire Report,15,29
11,Other Miscellaneous,25,27
7,Larceny Theft,33,27
7,Fraud,33,27
21,Burglary,19,34
12,Non-Criminal,16,32
23,Malicious Mischief,16,32
8,Malicious Mischief,7,38
19,Motor Vehicle Theft,23,16
12,Other Miscellaneous,7,34
9,Other Miscellaneous,27,33
3,Burglary,25,11
21,Larceny Theft,20,19
18,Motor Vehicle Theft,22,27
18,Larceny Theft,20,23
11,Larceny Theft,27,29
12,Non-Criminal,24,27
13,Drug Offense,24,27
13,Other Miscellaneous,24,27
13,Non-Criminal,24,27
19,Motor Vehicle Theft,17,22
13,Drug Offense,25,27
13,Drug Offense,25,27
13,Non-Criminal,20,27
12,Warrant,33,26
1,Larceny Theft,21,27
11,Assault,20,15
11,Family Offense,20,15
11,Other Miscellaneous,20,15
11,Non-Criminal,27,22
8,Motor Vehicle Theft,28,32
12,Larceny Theft,23,22
21,Burglary,26,27
18,Larceny Theft,28,26
18,Fraud,28,26
0,Larceny Theft,15,29
18,Missing Person,19,15
14,Stolen Property,27,29
14,Other Miscellaneous,27,29
14,Warrant,27,29
17,Drug Offense,25,26
19,Larceny Theft,8,30
21,Larceny Theft,19,31
14,Other,25,28
13,Assault,15,25
13,Other Miscellaneous,15,25
13,Malicious Mischief,15,25
20,Motor Vehicle Theft,18,21
17,Non-Criminal,23,26
13,Assault,23,32
11,Larceny Theft,23,22
9,Malicious Mischief,22,23
15,Larceny Theft,26,23
15,Larceny Theft,26,23
14,Larceny Theft,24,14
14,Fraud,13,23
14,Offences Against The Family And Children,13,23
17,Burglary,31,23
14,Disorderly Conduct,20,28
15,Assault,25,33
16,Larceny Theft,23,22
16,Fraud,23,22
16,Warrant,15,31
13,Assault,26,29
14,Larceny Theft,33,27
14,Fraud,33,27
14,Other Miscellaneous,22,27
14,Warrant,22,27
17,Burglary,7,21
15,Malicious Mischief,32,28
13,Other Miscellaneous,19,13
11,Larceny Theft,7,11
13,Offences Against The Family And Children,12,10
13,Non-Criminal,12,10
1,Assault,16,26
0,Fraud,27,32
12,Missing Person,24,14
0,Assault,11,28
16,Other,27,34
17,Other Offenses,12,32
17,Non-Criminal,20,18
11,Larceny Theft,23,22
11,Missing Person,25,33
17,Other Miscellaneous,17,8
17,Assault,4,31
13,Lost Property,7,11
15,Other Miscellaneous,26,27
15,Assault,26,31
15,Malicious Mischief,26,31
16,Traffic Violation Arrest,5,21
16,Other Miscellaneous,5,21
18,Larceny Theft,22,13
18,Recovered Vehicle,25,28
17,Non-Criminal,25,33
18,Other Offenses,25,28
12,Larceny Theft,25,17
15,Forgery And Counterfeiting,11,22
15,Other Miscellaneous,11,22
10,Larceny Theft,27,29
18,Motor Vehicle Theft,22,10
15,Larceny Theft,28,33
18,Malicious Mischief,29,32
17,Other Miscellaneous,32,26
17,Other Miscellaneous,5,21
16,Larceny Theft,21,25
16,Larceny Theft,26,29
16,Warrant,26,29
16,Warrant,26,29
17,Warrant,13,12
17,Traffic Violation Arrest,13,12
17,Other Miscellaneous,13,12
19,Recovered Vehicle,4,22
23,Motor Vehicle Theft,5,30
12,Larceny Theft,20,21
12,Non-Criminal,20,21
13,Warrant,22,28
17,Burglary,16,16
15,Drug Offense,26,26
15,Drug Offense,26,26
15,Drug Offense,26,26
20,Malicious Mischief,12,34
20,Non-Criminal,12,34
12,Missing Person,20,18
19,Larceny Theft,25,15
12,Larceny Theft,20,21
12,Non-Criminal,20,21
18,Larceny Theft,28,29
16,Non-Criminal,21,3
13,Suspicious Occ,9,6
0,Larceny Theft,15,28
16,Miscellaneous Investigation,20,18
20,Assault,26,29
15,Larceny Theft,24,29
16,Offences Against The Family And Children,32,21
16,Other Miscellaneous,32,21
19,Fire Report,12,34
8,Juvenile Offenses,21,20
8,Missing Person,21,20
22,Larceny Theft,15,31
12,Larceny Theft,26,29
20,Malicious Mischief,29,30
19,Missing Person,19,15
18,Assault,29,29
18,Malicious Mischief,29,29
16,Motor Vehicle Theft,15,24
1,Motor Vehicle Theft,12,30
21,Non-Criminal,25,25
19,Other Miscellaneous,14,30
18,Motor Vehicle Theft,2,17
19,Larceny Theft,33,26
18,Burglary,30,31
17,Assault,19,26
17,Offences Against The Family And Children,19,26
17,Stolen Property,22,11
17,Drug Offense,22,11
17,Other Miscellaneous,22,11
18,Larceny Theft,33,27
19,Malicious Mischief,22,30
17,Larceny Theft,22,2
13,Non-Criminal,22,24
17,Assault,8,30
19,Larceny Theft,22,2
11,Missing Person,22,19
16,Non-Criminal,14,12
20,Larceny Theft,24,14
15,Robbery,26,22
15,Assault,26,22
19,Larceny Theft,29,30
20,Assault,27,29
20,Lost Property,27,29
22,Recovered Vehicle,24,29
22,Assault,7,35
20,Larceny Theft,30,29
21,Larceny Theft,20,24
20,Weapons Offense,22,33
20,Offences Against The Family And Children,22,33
18,Motor Vehicle Theft,20,24
11,Larceny Theft,23,27
8,Motor Vehicle Theft,28,19
16,Assault,17,26
21,Assault,17,27
16,Assault,14,26
20,Larceny Theft,32,27
19,Suspicious Occ,15,27
18,Larceny Theft,30,31
23,Missing Person,22,19
17,Malicious Mischief,19,27
16,Assault,17,27
0,Robbery,26,22
21,Other Miscellaneous,2,27
21,Other Miscellaneous,2,27
21,Other Miscellaneous,2,27
0,Non-Criminal,18,25
4,Suspicious Occ,29,31
21,Assault,19,26
21,Warrant,19,26
22,Burglary,25,26
22,Stolen Property,25,26
22,Other Miscellaneous,25,26
22,Robbery,8,31
14,Recovered Vehicle,28,31
0,Assault,26,27
21,Forgery And Counterfeiting,23,24
21,Traffic Violation Arrest,23,24
21,Other Miscellaneous,23,24
16,Non-Criminal,24,30
16,Missing Person,24,30
16,Missing Person,24,30
22,Robbery,6,29
1,Burglary,28,30
0,Non-Criminal,11,9
0,Non-Criminal,14,8
1,Assault,2,19
1,Assault,2,19
1,Malicious Mischief,24,15
1,Burglary,23,27
22,Non-Criminal,8,30
1,Burglary,25,33
2,Robbery,25,28
23,Malicious Mischief,9,36
2,Suspicious Occ,18,32
3,Assault,25,26
2,Other Miscellaneous,26,28
2,Malicious Mischief,28,29
0,Malicious Mischief,26,29
2,Non-Criminal,29,29
2,Warrant,25,25
2,Warrant,25,25
3,Robbery,24,29
22,Larceny Theft,30,26
13,Larceny Theft,31,30
12,Larceny Theft,32,27
2,Malicious Mischief,15,19
20,Larceny Theft,24,21
19,Larceny Theft,32,25
19,Larceny Theft,21,22
8,Malicious Mischief,22,21
14,Larceny Theft,27,29
19,Larceny Theft,25,17
17,Larceny Theft,15,3
16,Larceny Theft,27,29
13,Larceny Theft,22,13
16,Larceny Theft,22,22
16,Larceny Theft,23,20
21,Malicious Mischief,13,19
12,Larceny Theft,32,30
4,Larceny Theft,27,26
16,Malicious Mischief,30,31
1,Larceny Theft,12,6
8,Larceny Theft,5,17
4,Other Miscellaneous,18,25
4,Other Miscellaneous,18,25
0,Motor Vehicle Theft,18,11
22,Non-Criminal,1,32
4,Offences Against The Family And Children,25,33
14,Suspicious Occ,27,27
21,Missing Person,18,26
4,Burglary,27,17
5,Assault,26,27
5,Warrant,26,27
6,Larceny Theft,25,25
5,Burglary,26,29
17,Malicious Mischief,32,26
5,Disorderly Conduct,23,27
10,Larceny Theft,6,15
3,Burglary,29,30
3,Other Miscellaneous,29,30
16,Larceny Theft,11,11
16,Fraud,11,11
18,Larceny Theft,24,17
8,Recovered Vehicle,10,33
8,Recovered Vehicle,26,27
8,Robbery,19,28
9,Assault,26,25
5,Assault,23,25
7,Non-Criminal,8,35
7,Larceny Theft,27,22
8,Larceny Theft,17,33
9,Robbery,24,27
17,Motor Vehicle Theft,28,27
9,Recovered Vehicle,13,30
6,Recovered Vehicle,18,3
10,Motor Vehicle Theft,13,30
7,Non-Criminal,25,28
8,Missing Person,28,29
8,Missing Person,28,29
16,Malicious Mischief,21,27
16,Larceny Theft,20,26
9,Other Miscellaneous,7,23
11,Stolen Property,4,24
11,Non-Criminal,4,24
19,Burglary,23,25
7,Non-Criminal,9,36
19,Larceny Theft,31,30
10,Other Miscellaneous,27,30
20,Larceny Theft,21,23
4,Malicious Mischief,28,27
8,Missing Person,14,25
23,Suspicious Occ,24,11
8,Fraud,22,13
10,Weapons Offense,21,29
10,Drug Offense,21,29
10,Warrant,21,29
9,Malicious Mischief,4,16
17,Malicious Mischief,19,8
4,Motor Vehicle Theft,18,28
9,Recovered Vehicle,27,29
7,Malicious Mischief,10,34
12,Stolen Property,27,29
12,Other Miscellaneous,27,29
12,Warrant,27,29
12,Lost Property,26,27
8,Suspicious Occ,28,22
22,Other Offenses,18,28
22,Non-Criminal,18,28
2,Malicious Mischief,29,30
4,Burglary,30,30
0,Disorderly Conduct,19,27
0,Other Miscellaneous,19,27
7,Assault,23,31
12,Robbery,21,23
13,Civil Sidewalks,21,19
18,Lost Property,30,28
9,Warrant,23,30
21,Larceny Theft,14,26
9,Non-Criminal,15,21
11,Larceny Theft,23,22
12,Larceny Theft,15,26
13,Drug Offense,25,26
13,Drug Offense,25,26
13,Drug Offense,25,26
23,Malicious Mischief,10,31
11,Larceny Theft,22,2
14,Larceny Theft,32,25
14,Disorderly Conduct,32,25
14,Burglary,10,33
7,Assault,15,32
11,Other Miscellaneous,22,32
9,Drug Offense,15,29
9,Drug Offense,15,29
9,Non-Criminal,15,29
13,Other Miscellaneous,10,36
6,Burglary,27,29
11,Larceny Theft,23,28
9,Juvenile Offenses,14,32
11,Larceny Theft,2,27
12,Missing Person,25,31
12,Missing Person,25,31
12,Recovered Vehicle,26,21
14,Non-Criminal,23,30
22,Burglary,15,29
10,Weapons Carrying Etc,24,19
9,Missing Person,24,19
5,Warrant,23,30
12,Disorderly Conduct,25,25
12,Other Miscellaneous,25,25
8,Motor Vehicle Theft,24,11
13,Larceny Theft,19,14
13,Warrant,19,14
10,Larceny Theft,22,28
10,Other Miscellaneous,22,28
17,Larceny Theft,31,31
14,Motor Vehicle Theft,10,36
11,Suspicious Occ,14,33
11,Non-Criminal,14,33
15,Larceny Theft,30,22
9,Lost Property,18,3
13,Assault,26,29
13,Warrant,26,29
13,Missing Person,26,29
19,Larceny Theft,30,30
12,Larceny Theft,32,30
12,Malicious Mischief,32,30
13,Traffic Violation Arrest,23,27
13,Other Miscellaneous,23,27
7,Disorderly Conduct,10,27
7,Missing Person,10,27
7,Missing Person,10,27
12,Larceny Theft,29,32
7,Other Miscellaneous,26,31
12,Larceny Theft,26,23
11,Miscellaneous Investigation,20,23
10,Non-Criminal,25,30
22,Larceny Theft,9,7
11,Fraud,28,22
12,Larceny Theft,18,22
12,Fraud,18,22
10,Other Miscellaneous,26,26
10,Non-Criminal,26,26
13,Warrant,21,27
16,Larceny Theft,27,29
12,Larceny Theft,27,30
15,Larceny Theft,13,32
23,Lost Property,5,27
10,Malicious Mischief,18,22
15,Drug Offense,25,28
15,Other Miscellaneous,25,28
15,Warrant,25,28
21,Motor Vehicle Theft,9,24
4,Burglary,15,20
12,Offences Against The Family And Children,20,18
12,Missing Person,20,18
15,Malicious Mischief,14,27
15,Malicious Mischief,14,27
7,Robbery,20,25
7,Other Miscellaneous,20,25
7,Non-Criminal,20,25
15,Other Miscellaneous,25,28
16,Non-Criminal,22,33
16,Larceny Theft,32,27
16,Fraud,32,27
16,Non-Criminal,32,27
15,Malicious Mischief,28,29
15,Larceny Theft,9,7
15,Other Miscellaneous,9,7
16,Other Miscellaneous,19,8
6,Burglary,24,30
14,Fraud,22,21
22,Larceny Theft,26,28
13,Larceny Theft,28,23
17,Motor Vehicle Theft,3,12
16,Recovered Vehicle,21,3
23,Burglary,28,30
13,Larceny Theft,25,17
22,Burglary,11,17
13,Malicious Mischief,24,31
14,Assault,9,33
8,Larceny Theft,9,27
17,Larceny Theft,9,22
17,Other Miscellaneous,9,22
12,Larceny Theft,26,18
16,Larceny Theft,15,25
14,Assault,28,26
4,Larceny Theft,17,4
0,Recovered Vehicle,28,28
12,Assault,10,30
12,Burglary,22,21
9,Larceny Theft,27,29
17,Larceny Theft,30,28
15,Miscellaneous Investigation,26,22
19,Larceny Theft,3,24
17,Burglary,16,16
15,Other Miscellaneous,25,32
15,Missing Person,25,25
13,Missing Person,26,29
11,Miscellaneous Investigation,23,4
17,Motor Vehicle Theft,26,28
17,Assault,26,31
16,Larceny Theft,5,15
13,Larceny Theft,28,25
14,Other Miscellaneous,25,32
17,Larceny Theft,17,26
17,Larceny Theft,18,28
13,Other Miscellaneous,27,26
13,Warrant,27,26
19,Larceny Theft,18,25
19,Fraud,18,25
19,Fraud,18,25
23,Lost Property,5,34
19,Assault,6,22
19,Recovered Vehicle,12,3
11,Larceny Theft,26,29
17,Motor Vehicle Theft,15,30
18,Fraud,25,30
17,Warrant,24,27
2,Malicious Mischief,9,26
19,Robbery,27,29
16,Other Miscellaneous,27,28
20,Suspicious Occ,26,27
19,Larceny Theft,26,29
11,Larceny Theft,33,28
17,Lost Property,27,29
12,Other,25,28
18,Missing Person,15,29
16,Robbery,25,28
16,Weapons Carrying Etc,25,28
14,Assault,19,26
4,Malicious Mischief,29,21
15,Missing Person,5,33
14,Juvenile Offenses,7,11
14,Assault,26,29
11,Non-Criminal,28,24
16,Larceny Theft,26,29
16,Fraud,26,29
11,Larceny Theft,11,13
17,Larceny Theft,26,29
21,Larceny Theft,23,25
18,Larceny Theft,33,26
19,Malicious Mischief,23,29
23,Offences Against The Family And Children,22,27
18,Larceny Theft,25,13
17,Non-Criminal,24,9
21,Other Miscellaneous,18,22
3,Burglary,26,26
23,Malicious Mischief,29,22
17,Larceny Theft,7,11
16,Suspicious Occ,23,26
20,Robbery,17,27
19,Non-Criminal,20,24
19,Larceny Theft,30,21
17,Burglary,32,25
1,Motor Vehicle Theft,18,32
19,Robbery,24,23
21,Larceny Theft,18,27
21,Warrant,18,27
16,Non-Criminal,12,3
16,Non-Criminal,12,3
16,Warrant,12,10
21,Recovered Vehicle,5,19
21,Drug Offense,5,19
21,Other Miscellaneous,5,19
16,Assault,5,27
16,Disorderly Conduct,5,27
16,Malicious Mischief,5,27
23,Traffic Violation Arrest,33,27
23,Other Miscellaneous,33,27
21,Assault,10,24
0,Missing Person,22,23
15,Burglary,32,21
20,Larceny Theft,33,29
20,Robbery,33,28
20,Assault,33,28
10,Larceny Theft,22,28
11,Malicious Mischief,28,32
11,Non-Criminal,28,32
17,Larceny Theft,21,29
17,Warrant,21,29
11,Malicious Mischief,12,12
11,Suspicious Occ,12,12
21,Recovered Vehicle,2,14
19,Non-Criminal,24,14
21,Non-Criminal,6,26
18,Larceny Theft,7,11
21,Motor Vehicle Theft,7,22
17,Larceny Theft,23,25
22,Robbery,18,26
9,Larceny Theft,9,27
21,Larceny Theft,7,22
23,Assault,21,18
0,Non-Criminal,22,7
0,Missing Person,22,7
0,Missing Person,22,7
23,Non-Criminal,20,18
22,Recovered Vehicle,19,13
23,Other Miscellaneous,7,33
22,Traffic Violation Arrest,33,27
22,Other Miscellaneous,33,27
18,Malicious Mischief,30,31
19,Larceny Theft,19,25
22,Robbery,23,28
22,Assault,23,28
22,Traffic Violation Arrest,23,28
0,Other Miscellaneous,13,20
0,Stolen Property,29,31
0,Other Miscellaneous,29,31
0,Non-Criminal,29,31
23,Drug Offense,17,27
23,Other Offenses,17,27
20,Larceny Theft,16,26
15,Robbery,22,23
0,Assault,24,28
0,Traffic Violation Arrest,16,26
0,Other Miscellaneous,16,26
12,Disorderly Conduct,9,33
1,Missing Person,2,30
0,Other Miscellaneous,22,27
22,Motor Vehicle Theft,6,22
15,Larceny Theft,22,26
1,Non-Criminal,16,28
2,Arson,27,24
2,Other Miscellaneous,27,24
3,Assault,23,31
18,Larceny Theft,26,33
2,Offences Against The Family And Children,32,29
3,Warrant,25,25
2,Warrant,26,27
23,Malicious Mischief,22,26
0,Fraud,18,25
16,Larceny Theft,27,34
17,Larceny Theft,26,30
19,Larceny Theft,26,32
0,Malicious Mischief,29,31
0,Lost Property,27,26
16,Larceny Theft,25,30
15,Larceny Theft,22,24
0,Malicious Mischief,27,30
18,Larceny Theft,26,25
21,Larceny Theft,27,25
22,Lost Property,25,30
18,Larceny Theft,24,26
15,Malicious Mischief,11,25
19,Larceny Theft,27,25
11,Larceny Theft,23,22
18,Larceny Theft,26,31
9,Larceny Theft,22,28
19,Larceny Theft,28,27
0,Larceny Theft,24,26
20,Larceny Theft,26,25
15,Lost Property,26,25
20,Larceny Theft,27,26
15,Larceny Theft,23,25
8,Lost Property,23,30
6,Lost Property,25,22
13,Larceny Theft,27,25
19,Larceny Theft,20,30
12,Malicious Mischief,24,26
22,Malicious Mischief,27,27
10,Malicious Mischief,30,21
10,Larceny Theft,28,23
12,Lost Property,26,22
9,Larceny Theft,23,23
19,Larceny Theft,26,24
9,Larceny Theft,30,21
10,Larceny Theft,31,19
20,Larceny Theft,31,19
20,Larceny Theft,31,19
11,Larceny Theft,23,22
12,Larceny Theft,23,22
17,Larceny Theft,26,26
21,Larceny Theft,27,25
8,Larceny Theft,27,25
22,Larceny Theft,27,25
17,Larceny Theft,26,26
17,Larceny Theft,13,26
21,Malicious Mischief,22,25
17,Larceny Theft,8,18
18,Larceny Theft,30,24
19,Malicious Mischief,21,22
1,Larceny Theft,29,21
16,Larceny Theft,22,24
12,Larceny Theft,5,22
8,Larceny Theft,23,26
16,Larceny Theft,26,23
16,Larceny Theft,27,34
4,Larceny Theft,22,22
17,Larceny Theft,28,25
5,Malicious Mischief,27,26
2,Larceny Theft,13,27
0,Larceny Theft,27,26
0,Larceny Theft,27,22
19,Larceny Theft,28,33
11,Larceny Theft,23,25
0,Larceny Theft,31,29
8,Lost Property,31,20
19,Larceny Theft,24,23
11,Larceny Theft,23,22
18,Larceny Theft,25,25
12,Larceny Theft,32,27
18,Larceny Theft,26,22
0,Larceny Theft,27,26
22,Larceny Theft,26,26
0,Larceny Theft,27,26
7,Larceny Theft,31,20
15,Larceny Theft,23,25
12,Larceny Theft,30,20
21,Larceny Theft,24,24
4,Assault,6,32
1,Assault,7,23
5,Non-Criminal,26,32
10,Larceny Theft,31,26
6,Non-Criminal,24,29
19,Larceny Theft,30,25
18,Burglary,30,22
5,Malicious Mischief,12,35
3,Drug Offense,19,32
3,Drug Offense,19,32
3,Traffic Violation Arrest,19,32
23,Warrant,7,9
9,Other Miscellaneous,25,28
20,Malicious Mischief,11,30
5,Other Miscellaneous,19,15
4,Drug Offense,3,21
4,Drug Offense,3,21
4,Other Miscellaneous,3,21
6,Other Miscellaneous,9,11
15,Vandalism,21,33
15,Malicious Mischief,21,33
12,Larceny Theft,7,29
19,Larceny Theft,14,27
6,Other Miscellaneous,26,28
21,Non-Criminal,5,11
11,Larceny Theft,19,16
16,Miscellaneous Investigation,11,9
19,Lost Property,19,26
15,Vandalism,21,33
15,Malicious Mischief,21,33
11,Fraud,26,27
8,Motor Vehicle Theft,25,31
14,Fraud,13,23
14,Case Closure,13,23
0,Motor Vehicle Theft,17,10
0,Assault,23,26
17,Robbery,25,31
17,Larceny Theft,25,31
14,Fraud,17,5
14,Case Closure,17,5
9,Burglary,23,28
8,Malicious Mischief,27,26
8,Non-Criminal,27,26
9,Non-Criminal,18,32
21,Motor Vehicle Theft,7,21
14,Drug Offense,23,27
14,Drug Offense,23,27
14,Warrant,23,27
18,Lost Property,4,35
17,Malicious Mischief,19,33
18,Suspicious Occ,13,7
9,Non-Criminal,14,8
8,Non-Criminal,26,28
7,Larceny Theft,28,33
13,Miscellaneous Investigation,11,25
22,Burglary,4,16
9,Motor Vehicle Theft,26,28
12,Non-Criminal,23,30
10,Recovered Vehicle,22,2
1,Larceny Theft,19,27
8,Assault,2,26
8,Other Miscellaneous,2,26
8,Other Miscellaneous,2,26
9,Robbery,25,27
9,Other Miscellaneous,25,27
0,Motor Vehicle Theft,25,28
9,Forgery And Counterfeiting,18,26
9,Traffic Violation Arrest,18,26
9,Other Miscellaneous,18,26
9,Disorderly Conduct,7,33
10,Other Miscellaneous,27,29
10,Larceny Theft,23,22
14,Motor Vehicle Theft,20,28
10,Larceny Theft,25,27
5,Burglary,19,29
10,Traffic Violation Arrest,25,26
10,Other Miscellaneous,25,26
12,Assault,32,29
11,Warrant,19,26
11,Warrant,19,26
22,Malicious Mischief,19,25
10,Larceny Theft,23,22
10,Warrant,25,28
12,Recovered Vehicle,16,32
10,Motor Vehicle Theft,27,28
17,Burglary,24,10
10,Forgery And Counterfeiting,27,29
8,Larceny Theft,12,27
18,Larceny Theft,17,34
11,Non-Criminal,24,27
10,Larceny Theft,31,26
10,Malicious Mischief,31,26
22,Suspicious Occ,1,29
8,Other Miscellaneous,2,26
8,Warrant,2,26
8,Warrant,2,26
8,Burglary,17,29
8,Warrant,17,29
18,Burglary,30,25
17,Larceny Theft,18,8
12,Non-Criminal,7,23
16,Malicious Mischief,20,26
11,Weapons Carrying Etc,15,2
11,Weapons Carrying Etc,15,2
11,Weapons Carrying Etc,15,2
9,Larceny Theft,23,7
12,Assault,16,25
12,Other Miscellaneous,16,25
18,Larceny Theft,27,18
13,Larceny Theft,23,29
16,Other Offenses,21,25
13,Assault,26,28
13,Assault,26,28
20,Burglary,31,22
9,Disorderly Conduct,15,26
19,Motor Vehicle Theft,3,19
4,Malicious Mischief,27,27
12,Assault,23,30
12,Assault,23,30
12,Drug Violation,23,30
14,Warrant,18,22
7,Burglary,3,9
14,Non-Criminal,27,26
13,Other Miscellaneous,30,30
13,Malicious Mischief,30,30
2,Malicious Mischief,28,29
2,Malicious Mischief,28,29
14,Malicious Mischief,6,22
12,Offences Against The Family And Children,24,19
12,Warrant,24,19
13,Non-Criminal,12,14
9,Warrant,23,30
13,Other Miscellaneous,7,34
13,Warrant,26,24
11,Other Miscellaneous,25,33
15,Other Miscellaneous,15,19
15,Traffic Violation Arrest,15,19
9,Larceny Theft,10,29
11,Non-Criminal,25,31
13,Drug Offense,25,28
13,Larceny Theft,27,29
14,Robbery,12,34
15,Assault,39,38
2,Burglary,19,21
2,Fraud,19,21
13,Assault,24,29
13,Offences Against The Family And Children,24,29
8,Robbery,23,25
8,Missing Person,24,13
11,Disorderly Conduct,33,27
0,Malicious Mischief,22,33
0,Suspicious Occ,22,33
8,Non-Criminal,23,31
20,Burglary,23,20
13,Other Miscellaneous,13,20
14,Malicious Mischief,25,30
13,Non-Criminal,24,10
11,Non-Criminal,25,24
16,Larceny Theft,26,25
10,Burglary,10,20
10,Offences Against The Family And Children,10,20
10,Other Miscellaneous,10,20
23,Larceny Theft,18,22
20,Burglary,15,22
20,Burglary,15,22
13,Non-Criminal,23,27
16,Other Miscellaneous,23,27
13,Larceny Theft,21,30
15,Assault,33,27
15,Offences Against The Family And Children,33,27
13,Larceny Theft,6,15
15,Drug Offense,19,26
15,Drug Offense,19,26
13,Non-Criminal,22,18
11,Miscellaneous Investigation,25,24
16,Non-Criminal,15,26
15,Larceny Theft,31,25
12,Assault,16,26
13,Missing Person,16,26
16,Larceny Theft,8,17
8,Missing Person,9,26
8,Missing Person,9,26
12,Traffic Violation Arrest,14,22
15,Fraud,16,30
15,Fraud,16,30
15,Stolen Property,16,30
8,Offences Against The Family And Children,32,27
8,Suspicious Occ,32,27
13,Warrant,23,30
15,Other Miscellaneous,25,30
21,Burglary,23,6
7,Burglary,3,21
15,Missing Person,17,29
10,Fraud,24,21
16,Malicious Mischief,24,22
16,Non-Criminal,24,22
19,Larceny Theft,27,30
16,Non-Criminal,14,29
4,Malicious Mischief,29,21
21,Robbery,16,31
15,Suspicious Occ,23,27
12,Larceny Theft,25,20
15,Larceny Theft,27,29
15,Sex Offense,27,29
13,Assault,22,13
16,Other Miscellaneous,27,29
14,Forgery And Counterfeiting,20,27
14,Traffic Violation Arrest,20,27
14,Other Miscellaneous,20,27
7,Assault,30,24
6,Motor Vehicle Theft,15,30
14,Non-Criminal,26,26
8,Larceny Theft,27,31
7,Family Offense,9,35
7,Offences Against The Family And Children,9,35
7,Warrant,9,35
18,Robbery,14,25
18,Assault,14,25
16,Non-Criminal,22,23
18,Warrant,21,19
18,Traffic Violation Arrest,21,19
12,Larceny Theft,21,15
15,Burglary,23,13
15,Fraud,23,13
15,Other Miscellaneous,23,13
18,Recovered Vehicle,22,24
17,Assault,18,9
16,Other,19,31
10,Larceny Theft,1,27
3,Malicious Mischief,16,33
15,Other Miscellaneous,11,25
14,Malicious Mischief,24,22
17,Assault,14,28
17,Assault,14,28
17,Offences Against The Family And Children,14,28
18,Larceny Theft,32,25
10,Larceny Theft,5,17
10,Fraud,5,17
19,Robbery,8,23
18,Non-Criminal,24,29
19,Larceny Theft,5,17
19,Malicious Mischief,5,17
17,Larceny Theft,26,29
18,Larceny Theft,18,28
15,Offences Against The Family And Children,25,28
15,Warrant,25,28
17,Assault,26,27
17,Other Miscellaneous,26,27
16,Larceny Theft,28,33
14,Assault,27,29
15,Larceny Theft,22,25
15,Larceny Theft,22,25
20,Larceny Theft,29,30
19,Larceny Theft,5,17
19,Malicious Mischief,5,17
19,Larceny Theft,25,19
17,Offences Against The Family And Children,12,11
17,Disorderly Conduct,12,11
17,Disorderly Conduct,12,11
19,Assault,23,32
0,Non-Criminal,14,6
0,Other Miscellaneous,26,33
14,Other,25,28
20,Non-Criminal,25,25
17,Larceny Theft,22,28
18,Larceny Theft,17,34
17,Motor Vehicle Theft,27,26
20,Malicious Mischief,21,23
12,Forgery And Counterfeiting,26,33
12,Forgery And Counterfeiting,26,33
20,Traffic Violation Arrest,24,26
20,Other Miscellaneous,24,26
19,Assault,3,20
19,Assault,3,20
19,Other Miscellaneous,3,20
19,Larceny Theft,33,28
16,Non-Criminal,27,31
11,Fraud,27,28
17,Larceny Theft,21,24
21,Larceny Theft,24,13
19,Larceny Theft,29,32
9,Missing Person,19,22
19,Assault,18,28
19,Assault,18,28
20,Robbery,19,28
20,Warrant,19,28
22,Malicious Mischief,27,26
19,Offences Against The Family And Children,26,27
19,Other Miscellaneous,26,27
20,Suspicious Occ,26,26
21,Assault,26,26
21,Other Miscellaneous,26,26
21,Suspicious Occ,12,9
12,Larceny Theft,26,29
