x1,x2,x3,x4,x5
17,Larceny Theft,31,26,4
6,Larceny Theft,13,12,4
15,Assault,7,22,4
15,Other Miscellaneous,7,22,1
8,Other Offenses,13,12,1
17,Assault,15,34,4
17,Offences Against The Family And Children,15,34,2
13,Weapons Offense,10,32,2
13,Offences Against The Family And Children,10,32,2
13,Disorderly Conduct,10,32,2
17,Malicious Mischief,7,27,2
14,Lost Property,33,28,1
17,Warrant,26,27,1
17,Traffic Violation Arrest,26,27,1
17,Other Miscellaneous,26,27,1
18,Lost Property,23,30,1
6,Larceny Theft,15,25,4
6,Offences Against The Family And Children,15,25,2
15,Suspicious Occ,18,22,1
12,Motor Vehicle Theft,27,22,4
2,Larceny Theft,24,29,4
2,Other Miscellaneous,24,29,1
19,Drug Offense,19,26,2
15,Offences Against The Family And Children,25,23,2
15,Disorderly Conduct,25,23,2
16,Larceny Theft,33,27,4
19,Malicious Mischief,10,34,2
11,Other,25,15,1
15,Larceny Theft,28,25,4
15,Fraud,28,25,2
18,Recovered Vehicle,16,23,1
19,Recovered Vehicle,14,26,1
17,Larceny Theft,33,27,4
15,Missing Person,25,28,1
15,Missing Person,25,28,1
18,Other Offenses,13,10,1
18,Assault,25,26,4
2,Burglary,15,29,4
11,Miscellaneous Investigation,22,24,1
14,Larceny Theft,25,23,4
21,Motor Vehicle Theft,25,26,4
17,Assault,18,14,4
17,Offences Against The Family And Children,18,14,2
19,Non-Criminal,25,26,1
12,Motor Vehicle Theft,17,6,4
14,Non-Criminal,25,30,1
17,Assault,26,27,4
17,Malicious Mischief,26,27,2
15,Missing Person,4,31,1
18,Assault,9,29,4
18,Larceny Theft,22,2,4
18,Other Offenses,23,8,1
16,Larceny Theft,27,22,4
10,Miscellaneous Investigation,16,4,1
15,Larceny Theft,19,34,4
7,Malicious Mischief,13,30,2
19,Motor Vehicle Theft,33,27,4
15,Larceny Theft,26,11,4
15,Stolen Property,26,11,2
18,Larceny Theft,17,9,4
7,Non-Criminal,1,27,1
12,Burglary,22,33,4
12,Fraud,22,33,2
13,Larceny Theft,12,25,4
10,Larceny Theft,6,15,4
10,Fraud,6,15,2
20,Larceny Theft,30,31,4
6,Assault,2,28,4
8,Assault,24,8,4
8,Larceny Theft,2,27,4
0,Fraud,9,20,2
7,Disorderly Conduct,4,33,2
12,Disorderly Conduct,17,22,2
13,Assault,21,19,4
13,Larceny Theft,21,19,4
13,Other Offenses,21,19,1
11,Larceny Theft,27,29,4
12,Assault,27,29,4
12,Other Offenses,27,29,1
16,Assault,24,29,4
16,Warrant,24,29,1
16,Malicious Mischief,7,33,2
14,Larceny Theft,22,33,4
12,Other Miscellaneous,23,28,1
18,Fraud,26,29,2
18,Fraud,26,29,2
18,Larceny Theft,26,29,4
15,Non-Criminal,26,30,1
15,Suspicious Occ,26,30,1
0,Larceny Theft,31,27,4
0,Forgery And Counterfeiting,31,27,2
0,Embezzlement,31,27,2
19,Burglary,25,34,4
17,Burglary,33,27,4
17,Malicious Mischief,33,27,2
20,Assault,27,33,4
20,Larceny Theft,8,18,4
20,Fraud,8,18,2
15,Larceny Theft,27,29,4
20,Larceny Theft,27,29,4
22,Recovered Vehicle,25,26,1
18,Disorderly Conduct,23,4,2
20,Malicious Mischief,21,25,2
15,Larceny Theft,27,29,4
15,Warrant,27,29,1
21,Assault,15,26,4
21,Larceny Theft,15,26,4
21,Non-Criminal,24,27,1
17,Other Miscellaneous,6,21,1
17,Malicious Mischief,6,21,2
13,Larceny Theft,26,29,4
14,Burglary,32,29,4
22,Assault,23,26,4
19,Suspicious Occ,5,32,1
16,Warrant,22,18,1
16,Malicious Mischief,7,33,2
22,Assault,18,22,4
22,Fraud,22,24,2
22,Warrant,22,24,1
22,Other Miscellaneous,22,24,1
21,Robbery,33,27,4
21,Weapons Offense,33,27,2
22,Forgery And Counterfeiting,19,28,2
21,Larceny Theft,21,19,4
22,Robbery,32,24,4
18,Larceny Theft,4,18,4
18,Larceny Theft,27,30,4
22,Assault,18,3,4
22,Disorderly Conduct,18,3,2
22,Malicious Mischief,18,3,2
19,Motor Vehicle Theft,18,23,4
23,Larceny Theft,24,29,4
20,Larceny Theft,23,26,4
23,Weapons Offense,8,33,2
21,Larceny Theft,26,28,4
0,Assault,19,26,4
0,Weapons Offense,19,26,2
23,Robbery,19,25,4
23,Non-Criminal,6,15,1
0,Traffic Violation Arrest,9,13,1
0,Other Miscellaneous,9,13,1
20,Assault,21,25,4
1,Assault,30,30,4
1,Offences Against The Family And Children,30,30,2
0,Assault,3,20,4
22,Larceny Theft,13,26,4
8,Missing Person,15,27,1
0,Weapons Offense,10,36,2
1,Other Miscellaneous,30,22,1
0,Drug Offense,26,26,2
0,Drug Offense,26,26,2
0,Drug Offense,26,26,2
2,Arson,28,31,4
19,Missing Person,9,36,1
2,Offences Against The Family And Children,20,25,2
0,Malicious Mischief,25,31,2
0,Other Miscellaneous,25,31,1
23,Malicious Mischief,28,28,2
23,Robbery,27,26,4
23,Assault,27,26,4
3,Malicious Mischief,23,28,2
3,Other Miscellaneous,23,28,1
23,Assault,23,28,4
23,Offences Against The Family And Children,23,28,2
3,Malicious Mischief,25,33,2
17,Burglary,25,31,4
3,Robbery,25,30,4
1,Offences Against The Family And Children,22,28,2
1,Other Miscellaneous,22,28,1
3,Malicious Mischief,10,32,2
3,Robbery,23,24,4
3,Burglary,30,31,4
2,Non-Criminal,24,13,1
19,Malicious Mischief,25,11,2
11,Larceny Theft,32,26,4
18,Larceny Theft,28,21,4
0,Larceny Theft,27,24,4
18,Larceny Theft,30,22,4
0,Malicious Mischief,29,29,2
3,Larceny Theft,4,18,4
12,Larceny Theft,9,8,4
5,Larceny Theft,3,17,4
17,Lost Property,24,8,1
13,Larceny Theft,27,29,4
20,Larceny Theft,31,30,4
21,Larceny Theft,28,28,4
17,Malicious Mischief,25,22,2
14,Larceny Theft,21,21,4
0,Larceny Theft,29,27,4
10,Larceny Theft,8,5,4
21,Larceny Theft,27,30,4
18,Larceny Theft,29,30,4
20,Larceny Theft,30,29,4
11,Larceny Theft,27,22,4
2,Larceny Theft,23,19,4
18,Larceny Theft,33,27,4
0,Larceny Theft,27,30,4
14,Larceny Theft,4,5,4
12,Larceny Theft,17,7,4
6,Lost Property,25,17,1
10,Larceny Theft,22,11,4
1,Larceny Theft,27,27,4
9,Larceny Theft,29,31,4
22,Larceny Theft,26,25,4
18,Larceny Theft,27,22,4
18,Larceny Theft,24,25,4
9,Larceny Theft,6,27,4
16,Larceny Theft,31,25,4
17,Larceny Theft,19,4,4
13,Lost Property,23,19,1
2,Larceny Theft,18,22,4
1,Larceny Theft,29,31,4
20,Larceny Theft,28,29,4
18,Larceny Theft,27,27,4
23,Larceny Theft,16,34,4
23,Malicious Mischief,26,21,2
18,Larceny Theft,6,9,4
18,Larceny Theft,6,12,4
20,Larceny Theft,24,10,4
16,Lost Property,23,26,1
10,Larceny Theft,22,24,4
17,Larceny Theft,24,26,4
17,Larceny Theft,19,14,4
1,Larceny Theft,21,19,4
1,Malicious Mischief,9,36,2
20,Larceny Theft,28,24,4
15,Larceny Theft,7,11,4
0,Larceny Theft,17,10,4
17,Larceny Theft,32,26,4
17,Larceny Theft,32,27,4
0,Larceny Theft,25,22,4
10,Larceny Theft,30,21,4
12,Larceny Theft,26,25,4
18,Lost Property,26,25,1
19,Larceny Theft,24,25,4
23,Larceny Theft,31,23,4
19,Larceny Theft,18,31,4
5,Larceny Theft,27,29,4
15,Larceny Theft,29,26,4
23,Larceny Theft,15,34,4
13,Larceny Theft,32,30,4
21,Larceny Theft,27,30,4
10,Larceny Theft,18,4,4
13,Larceny Theft,27,20,4
12,Fraud,32,25,2
21,Assault,24,28,4
18,Larceny Theft,30,29,4
7,Larceny Theft,28,32,4
8,Lost Property,21,21,1
4,Larceny Theft,20,14,4
8,Larceny Theft,33,29,4
10,Larceny Theft,23,26,4
16,Larceny Theft,8,5,4
10,Larceny Theft,26,23,4
7,Larceny Theft,22,18,4
16,Larceny Theft,33,27,4
19,Larceny Theft,24,25,4
18,Larceny Theft,28,32,4
19,Larceny Theft,22,18,4
2,Assault,19,22,4
2,Assault,19,22,4
0,Larceny Theft,17,10,4
16,Larceny Theft,31,25,4
4,Assault,20,26,4
4,Courtesy Report,20,26,1
1,Assault,18,26,4
12,Recovered Vehicle,22,24,1
21,Motor Vehicle Theft,14,28,4
11,Larceny Theft,18,19,4
11,Non-Criminal,18,19,1
6,Burglary,21,30,4
7,Motor Vehicle Theft,8,35,4
7,Other Miscellaneous,26,27,1
7,Non-Criminal,26,27,1
8,Vehicle Misplaced,25,21,1
7,Malicious Mischief,24,29,2
18,Larceny Theft,29,24,4
18,Larceny Theft,21,22,4
8,Other Miscellaneous,1,26,1
16,Larceny Theft,28,29,4
8,Assault,24,26,4
9,Recovered Vehicle,6,34,1
9,Other Offenses,21,18,1
9,Warrant,21,18,1
6,Fraud,25,25,2
6,Warrant,25,25,1
22,Malicious Mischief,25,10,2
3,Larceny Theft,11,4,4
10,Recovered Vehicle,30,21,1
3,Assault,26,22,4
8,Larceny Theft,29,32,4
9,Non-Criminal,25,28,1
7,Robbery,19,26,4
9,Larceny Theft,27,30,4
15,Disorderly Conduct,8,14,2
15,Malicious Mischief,8,14,2
9,Warrant,16,32,1
7,Other Miscellaneous,19,32,1
7,Other Miscellaneous,19,32,1
19,Motor Vehicle Theft,8,37,4
16,Larceny Theft,24,11,4
2,Malicious Mischief,2,27,2
7,Larceny Theft,32,27,4
15,Lost Property,19,11,1
11,Drug Offense,24,29,2
7,Burglary,23,19,4
0,Fraud,24,21,2
1,Assault,30,29,4
10,Weapons Offense,9,11,2
10,Assault,30,29,4
10,Disorderly Conduct,30,29,2
10,Other Miscellaneous,30,29,1
11,Assault,24,8,4
9,Larceny Theft,26,19,4
8,Other Miscellaneous,21,31,1
8,Suspicious Occ,21,31,1
22,Larceny Theft,18,22,4
16,Malicious Mischief,27,29,2
9,Disorderly Conduct,27,30,2
9,Assault,27,30,4
11,Assault,21,19,4
11,Weapons Offense,21,19,2
11,Offences Against The Family And Children,21,19,2
10,Larceny Theft,18,6,4
10,Drug Offense,18,6,2
10,Other Offenses,18,6,1
20,Burglary,30,30,4
17,Larceny Theft,13,4,4
19,Motor Vehicle Theft,24,30,4
21,Larceny Theft,33,25,4
22,Motor Vehicle Theft,15,28,4
10,Suspicious Occ,18,14,1
10,Miscellaneous Investigation,18,14,1
10,Miscellaneous Investigation,31,20,1
13,Larceny Theft,27,32,4
12,Civil Sidewalks,21,22,2
11,Other Miscellaneous,23,23,1
11,Warrant,23,23,1
13,Burglary,21,29,4
20,Burglary,14,33,4
12,Larceny Theft,19,12,4
12,Stolen Property,19,12,2
12,Warrant,19,12,1
8,Larceny Theft,24,19,4
18,Motor Vehicle Theft,19,22,4
12,Robbery,25,27,4
12,Offences Against The Family And Children,25,27,2
12,Drug Offense,25,27,2
4,Larceny Theft,32,26,4
9,Assault,25,27,4
9,Other Miscellaneous,25,27,1
22,Motor Vehicle Theft,14,8,4
19,Motor Vehicle Theft,27,32,4
11,Larceny Theft,25,18,4
10,Recovered Vehicle,22,29,1
8,Robbery,2,28,4
11,Recovered Vehicle,11,35,1
6,Larceny Theft,21,29,4
22,Motor Vehicle Theft,22,28,4
7,Larceny Theft,27,30,4
12,Other Miscellaneous,3,29,1
23,Malicious Mischief,24,27,2
11,Lost Property,22,28,1
11,Larceny Theft,29,30,4
11,Drug Offense,29,30,2
11,Other Miscellaneous,29,30,1
23,Lost Property,27,29,1
13,Non-Criminal,29,32,1
13,Burglary,27,30,4
8,Missing Person,24,29,1
12,Motor Vehicle Theft,30,21,4
20,Fraud,17,20,2
20,Fraud,17,20,2
14,Non-Criminal,29,24,1
17,Assault,18,14,4
17,Offences Against The Family And Children,18,14,2
17,Offences Against The Family And Children,18,14,2
11,Other,26,30,1
13,Weapons Carrying Etc,24,27,2
13,Other Miscellaneous,24,27,1
7,Forgery And Counterfeiting,26,28,2
7,Forgery And Counterfeiting,26,28,2
21,Non-Criminal,18,22,1
17,Larceny Theft,26,29,4
13,Larceny Theft,32,29,4
21,Motor Vehicle Theft,17,24,4
20,Burglary,14,33,4
20,Malicious Mischief,14,33,2
12,Recovered Vehicle,16,27,1
12,Fraud,18,21,2
22,Motor Vehicle Theft,11,27,4
15,Drug Offense,29,30,2
15,Missing Person,25,28,1
18,Larceny Theft,11,3,4
18,Malicious Mischief,11,3,2
13,Recovered Vehicle,28,22,1
16,Larceny Theft,26,29,4
14,Burglary,21,18,4
14,Non-Criminal,21,18,1
20,Fraud,21,21,2
9,Larceny Theft,24,2,4
9,Other Miscellaneous,24,2,1
13,Assault,17,34,4
13,Other Miscellaneous,17,34,1
14,Assault,24,28,4
15,Fraud,12,5,2
15,Larceny Theft,12,5,4
14,Non-Criminal,13,29,1
16,Drug Offense,19,25,2
16,Other Miscellaneous,19,25,1
16,Warrant,19,25,1
8,Motor Vehicle Theft,9,21,4
14,Other Miscellaneous,21,31,1
14,Suspicious Occ,21,31,1
16,Drug Offense,13,32,2
16,Drug Offense,13,32,2
14,Larceny Theft,31,20,4
14,Other Miscellaneous,31,20,1
14,Other Miscellaneous,24,29,1
14,Other Offenses,24,29,1
14,Warrant,24,29,1
19,Non-Criminal,21,27,1
14,Larceny Theft,23,30,4
14,Other Miscellaneous,23,30,1
20,Larceny Theft,26,29,4
23,Burglary,27,28,4
14,Assault,8,5,4
14,Larceny Theft,8,5,4
12,Other Miscellaneous,33,29,1
15,Larceny Theft,26,29,4
16,Larceny Theft,22,13,4
12,Larceny Theft,33,28,4
14,Assault,25,26,4
16,Other,20,21,1
18,Lost Property,1,27,1
16,Larceny Theft,20,15,4
16,Arson,18,28,4
10,Motor Vehicle Theft,33,28,4
16,Motor Vehicle Theft,13,26,4
17,Other,26,31,1
17,Traffic Violation Arrest,11,25,1
17,Other Miscellaneous,11,25,1
13,Larceny Theft,26,29,4
14,Non-Criminal,12,21,1
12,Missing Person,25,28,1
0,Fraud,5,15,2
11,Larceny Theft,32,29,4
16,Civil Sidewalks,21,19,2
19,Sex Offense,23,30,2
19,Case Closure,23,30,1
12,Fraud,31,26,2
17,Sex Offense,2,33,2
17,Non-Criminal,2,33,1
14,Larceny Theft,21,19,4
14,Fraud,21,19,2
23,Larceny Theft,25,12,4
18,Traffic Violation Arrest,30,28,1
18,Other Miscellaneous,30,28,1
17,Non-Criminal,23,24,1
18,Civil Sidewalks,21,19,2
23,Missing Person,15,27,1
11,Suspicious Occ,4,21,1
17,Drug Offense,24,26,2
13,Robbery,24,14,4
13,Assault,24,14,4
18,Non-Criminal,37,38,1
18,Larceny Theft,19,10,4
19,Traffic Violation Arrest,26,28,1
19,Other Miscellaneous,26,28,1
20,Other Offenses,25,28,1
20,Non-Criminal,25,28,1
17,Assault,26,27,4
17,Other Miscellaneous,26,27,1
15,Assault,27,26,4
15,Assault,27,26,4
16,Larceny Theft,26,23,4
19,Offences Against The Family And Children,9,19,2
19,Non-Criminal,9,19,1
20,Recovered Vehicle,4,34,1
12,Non-Criminal,30,22,1
17,Disorderly Conduct,22,27,2
21,Malicious Mischief,33,25,2
18,Burglary,25,16,4
17,Larceny Theft,27,31,4
21,Burglary,28,22,4
20,Malicious Mischief,25,30,2
15,Larceny Theft,3,9,4
22,Larceny Theft,17,5,4
15,Burglary,33,26,4
15,Larceny Theft,33,26,4
10,Larceny Theft,18,21,4
17,Suspicious Occ,24,10,1
10,Larceny Theft,31,26,4
11,Larceny Theft,7,11,4
7,Motor Vehicle Theft,24,24,4
11,Suspicious Occ,29,32,1
8,Motor Vehicle Theft,21,23,4
13,Assault,10,32,4
13,Disorderly Conduct,10,32,2
13,Malicious Mischief,10,32,2
11,Larceny Theft,23,26,4
13,Non-Criminal,23,27,1
15,Fraud,23,23,2
15,Forgery And Counterfeiting,23,23,2
15,Family Offense,12,29,2
15,Other Miscellaneous,12,29,1
17,Drug Offense,23,27,2
9,Larceny Theft,17,27,4
19,Drug Offense,24,28,2
19,Other Miscellaneous,24,28,1
19,Traffic Violation Arrest,24,28,1
19,Recovered Vehicle,10,36,1
16,Larceny Theft,32,25,4
20,Larceny Theft,28,29,4
20,Malicious Mischief,28,29,2
16,Larceny Theft,28,33,4
18,Non-Criminal,27,27,1
22,Robbery,26,28,4
19,Larceny Theft,6,17,4
20,Non-Criminal,21,26,1
16,Larceny Theft,27,29,4
13,Larceny Theft,13,20,4
16,Assault,21,24,4
16,Sex Offense,21,24,2
16,Drug Offense,21,24,2
17,Larceny Theft,6,25,4
17,Malicious Mischief,6,25,2
20,Assault,27,29,4
18,Vehicle Impounded,23,27,1
18,Other Miscellaneous,23,27,1
20,Sex Offense,21,18,2
20,Other Offenses,21,18,1
12,Burglary,16,13,4
19,Larceny Theft,7,23,4
21,Non-Criminal,31,29,1
18,Larceny Theft,23,13,4
20,Non-Criminal,25,26,1
20,Weapons Offence,26,27,2
20,Drug Offense,26,27,2
20,Other Offenses,26,27,1
21,Recovered Vehicle,2,26,1
19,Malicious Mischief,26,26,2
22,Disorderly Conduct,16,28,2
22,Other Miscellaneous,16,28,1
22,Malicious Mischief,16,28,2
20,Arson,4,34,4
22,Miscellaneous Investigation,29,32,1
20,Motor Vehicle Theft,14,27,4
14,Larceny Theft,30,21,4
14,Non-Criminal,30,21,1
20,Burglary,14,30,4
20,Other Miscellaneous,14,30,1
22,Recovered Vehicle,9,29,1
22,Burglary,30,29,4
22,Larceny Theft,30,29,4
22,Malicious Mischief,30,29,2
21,Fire Report,3,15,1
21,Non-Criminal,27,33,1
0,Suspicious Occ,26,23,1
21,Other Miscellaneous,6,17,1
22,Motor Vehicle Theft,1,29,4
0,Disorderly Conduct,17,26,2
0,Warrant,17,26,1
6,Larceny Theft,24,27,4
0,Other Miscellaneous,5,18,1
21,Suspicious Occ,29,29,1
23,Robbery,15,26,4
1,Warrant,25,27,1
22,Traffic Violation Arrest,18,11,1
22,Other Miscellaneous,18,11,1
1,Non-Criminal,40,38,1
12,Non-Criminal,26,18,1
2,Malicious Mischief,28,30,2
1,Assault,17,26,4
2,Recovered Vehicle,2,27,1
2,Assault,27,25,4
23,Offences Against The Family And Children,17,34,2
1,Non-Criminal,6,22,1
1,Vandalism,22,29,2
1,Other Miscellaneous,22,29,1
14,Missing Person,5,32,1
2,Drug Offense,25,25,2
0,Drug Offense,3,31,2
0,Other Miscellaneous,3,31,1
1,Robbery,15,26,4
4,Warrant,26,26,1
23,Malicious Mischief,5,22,2
15,Larceny Theft,33,27,4
0,Larceny Theft,4,30,4
10,Larceny Theft,12,28,4
18,Larceny Theft,28,27,4
7,Lost Property,21,22,1
1,Larceny Theft,12,23,4
14,Larceny Theft,33,26,4
20,Larceny Theft,23,24,4
12,Drug Offense,24,22,2
22,Larceny Theft,26,25,4
20,Lost Property,29,31,1
20,Malicious Mischief,27,26,2
17,Larceny Theft,15,30,4
20,Larceny Theft,27,30,4
18,Larceny Theft,16,25,4
20,Larceny Theft,27,29,4
22,Larceny Theft,27,23,4
2,Larceny Theft,20,25,4
20,Larceny Theft,18,27,4
21,Larceny Theft,28,22,4
17,Lost Property,11,25,1
23,Larceny Theft,23,25,4
11,Lost Property,27,30,1
12,Larceny Theft,19,13,4
2,Larceny Theft,12,23,4
2,Malicious Mischief,2,28,2
21,Larceny Theft,33,28,4
20,Malicious Mischief,24,25,2
11,Larceny Theft,32,26,4
18,Larceny Theft,29,30,4
17,Larceny Theft,15,30,4
15,Larceny Theft,20,26,4
22,Larceny Theft,17,29,4
4,Burglary,26,22,4
4,Malicious Mischief,26,22,2
5,Prostitution,18,26,2
14,Non-Criminal,13,10,1
16,Larceny Theft,23,26,4
0,Missing Person,24,27,1
4,Other Miscellaneous,28,33,1
4,Other Offenses,28,33,1
4,Burglary,30,22,4
8,Missing Person,13,25,1
6,Offences Against The Family And Children,19,26,2
6,Drug Offense,19,26,2
6,Drug Offense,19,26,2
22,Embezzlement,23,13,2
22,Other Miscellaneous,23,13,1
6,Offences Against The Family And Children,22,17,2
6,Offences Against The Family And Children,22,17,2
6,Warrant,22,17,1
10,Recovered Vehicle,33,28,1
7,Larceny Theft,26,27,4
8,Larceny Theft,27,25,4
22,Lost Property,5,19,1
5,Burglary,23,16,4
8,Recovered Vehicle,6,32,1
7,Assault,26,27,4
7,Other Miscellaneous,26,27,1
9,Fraud,29,11,2
7,Drug Offense,15,27,2
7,Non-Criminal,15,27,1
8,Disorderly Conduct,5,34,2
8,Other Miscellaneous,5,34,1
8,Drug Offense,24,28,2
22,Motor Vehicle Theft,2,21,4
2,Recovered Vehicle,20,29,1
7,Non-Criminal,23,13,1
20,Motor Vehicle Theft,15,3,4
12,Fraud,8,32,2
10,Non-Criminal,25,31,1
9,Other Miscellaneous,8,31,1
9,Other Miscellaneous,8,31,1
8,Burglary,27,30,4
10,Robbery,18,26,4
10,Warrant,25,26,1
0,Missing Person,23,26,1
9,Warrant,25,27,1
18,Larceny Theft,29,31,4
4,Assault,7,23,4
4,Offences Against The Family And Children,7,23,2
4,Burglary,23,25,4
2,Drug Offense,25,25,2
16,Larceny Theft,14,21,4
10,Robbery,25,28,4
22,Forgery And Counterfeiting,23,27,2
22,Fraud,23,27,2
22,Case Closure,23,27,1
11,Larceny Theft,19,25,4
11,Missing Person,17,29,1
11,Warrant,19,24,1
10,Larceny Theft,7,25,4
0,Burglary,19,17,4
7,Lost Property,21,25,1
9,Motor Vehicle Theft,27,31,4
9,Non-Criminal,18,25,1
10,Missing Person,16,4,1
21,Suspicious Occ,4,20,1
9,Assault,30,25,4
19,Motor Vehicle Theft,15,28,4
9,Offences Against The Family And Children,22,27,2
11,Disorderly Conduct,24,25,2
9,Larceny Theft,18,26,4
7,Other Miscellaneous,26,33,1
7,Non-Criminal,26,33,1
12,Other Miscellaneous,25,27,1
12,Non-Criminal,25,27,1
1,Larceny Theft,24,8,4
16,Larceny Theft,22,20,4
16,Courtesy Report,22,20,1
12,Lost Property,17,28,1
15,Burglary,21,11,4
11,Other Miscellaneous,4,35,1
11,Warrant,4,35,1
11,Other Miscellaneous,4,35,1
23,Larceny Theft,29,32,4
5,Burglary,10,29,4
12,Larceny Theft,15,26,4
14,Malicious Mischief,26,12,2
12,Assault,4,10,4
12,Assault,33,27,4
16,Larceny Theft,27,30,4
19,Motor Vehicle Theft,17,28,4
10,Larceny Theft,26,29,4
11,Malicious Mischief,33,26,2
10,Larceny Theft,15,19,4
10,Robbery,25,26,4
7,Traffic Violation Arrest,8,24,1
7,Other Miscellaneous,8,24,1
17,Larceny Theft,29,31,4
7,Other,20,26,1
10,Drug Offense,5,30,2
12,Larceny Theft,30,29,4
12,Non-Criminal,26,31,1
17,Larceny Theft,19,32,4
17,Malicious Mischief,19,32,2
17,Missing Person,17,28,1
7,Missing Person,9,26,1
14,Warrant,27,27,1
14,Larceny Theft,30,28,4
13,Non-Criminal,33,27,1
11,Larceny Theft,32,26,4
11,Larceny Theft,13,33,4
14,Warrant,26,26,1
12,Other,18,5,1
1,Larceny Theft,17,14,4
1,Offences Against The Family And Children,17,14,2
21,Larceny Theft,22,28,4
21,Fraud,22,28,2
21,Fraud,22,28,2
14,Malicious Mischief,8,30,2
11,Larceny Theft,23,22,4
8,Larceny Theft,16,23,4
10,Larceny Theft,27,29,4
7,Offences Against The Family And Children,26,29,2
7,Malicious Mischief,26,29,2
15,Assault,26,28,4
14,Robbery,25,26,4
14,Burglary,25,26,4
14,Larceny Theft,25,26,4
16,Motor Vehicle Theft,17,23,4
14,Assault,17,24,4
14,Other Offenses,17,24,1
0,Embezzlement,26,29,2
23,Larceny Theft,25,12,4
7,Larceny Theft,3,27,4
7,Offences Against The Family And Children,3,27,2
23,Motor Vehicle Theft,21,23,4
11,Larceny Theft,24,25,4
13,Assault,33,28,4
13,Disorderly Conduct,33,28,2
13,Malicious Mischief,33,27,2
13,Motor Vehicle Theft,26,28,4
6,Motor Vehicle Theft,21,25,4
7,Suspicious Occ,28,19,1
13,Larceny Theft,17,24,4
12,Traffic Violation Arrest,23,27,1
12,Other Miscellaneous,23,27,1
22,Larceny Theft,27,20,4
14,Malicious Mischief,24,29,2
15,Malicious Mischief,19,27,2
11,Burglary,6,15,4
12,Larceny Theft,16,26,4
16,Missing Person,24,14,1
13,Larceny Theft,33,27,4
13,Larceny Theft,28,31,4
8,Suspicious Occ,19,17,1
15,Robbery,26,21,4
15,Disorderly Conduct,26,21,2
15,Warrant,26,21,1
2,Fraud,18,22,2
10,Offences Against The Family And Children,25,17,2
10,Other Miscellaneous,25,17,1
10,Warrant,25,17,1
12,Forgery And Counterfeiting,7,13,2
12,Fraud,7,13,2
12,Fraud,7,13,2
12,Larceny Theft,27,29,4
0,Other Offenses,21,4,1
15,Larceny Theft,1,26,4
15,Family Offense,12,29,2
15,Other Miscellaneous,12,29,1
14,Lost Property,21,18,1
18,Larceny Theft,24,29,4
17,Other Miscellaneous,21,18,1
17,Missing Person,21,18,1
13,Drug Offense,24,27,2
13,Drug Offense,24,27,2
13,Drug Offense,24,27,2
16,Larceny Theft,9,29,4
21,Malicious Mischief,25,32,2
11,Weapons Carrying Etc,33,27,2
11,Disorderly Conduct,33,27,2
11,Other Miscellaneous,33,27,1
13,Larceny Theft,11,11,4
16,Larceny Theft,27,29,4
17,Larceny Theft,25,15,4
17,Warrant,15,27,1
15,Warrant,22,25,1
15,Non-Criminal,22,25,1
22,Malicious Mischief,15,27,2
18,Offences Against The Family And Children,24,28,2
18,Recovered Vehicle,22,29,1
21,Burglary,12,27,4
16,Burglary,13,17,4
0,Lost Property,9,16,1
2,Larceny Theft,4,10,4
2,Fraud,4,10,2
11,Larceny Theft,26,22,4
20,Larceny Theft,23,13,4
19,Civil Sidewalks,21,19,2
18,Motor Vehicle Theft,5,23,4
15,Larceny Theft,19,28,4
18,Non-Criminal,26,27,1
6,Motor Vehicle Theft,6,33,4
20,Larceny Theft,15,25,4
15,Larceny Theft,26,29,4
15,Warrant,26,29,1
15,Warrant,26,29,1
15,Malicious Mischief,28,31,2
15,Assault,25,27,4
15,Disorderly Conduct,25,27,2
19,Assault,29,32,4
19,Other Miscellaneous,29,32,1
20,Non-Criminal,18,26,1
12,Assault,21,26,4
4,Burglary,30,22,4
17,Assault,14,26,4
19,Assault,19,25,4
21,Larceny Theft,8,12,4
20,Malicious Mischief,23,30,2
20,Warrant,23,30,1
18,Malicious Mischief,28,26,2
11,Larceny Theft,27,31,4
18,Larceny Theft,16,27,4
20,Recovered Vehicle,13,24,1
19,Non-Criminal,27,25,1
21,Disorderly Conduct,19,26,2
21,Missing Person,19,26,1
22,Vehicle Impounded,30,21,1
22,Forgery And Counterfeiting,30,21,2
22,Juvenile Offenses,30,21,1
19,Suspicious Occ,19,12,1
9,Recovered Vehicle,25,33,1
11,Recovered Vehicle,27,28,1
12,Fraud,2,20,2
20,Non-Criminal,3,21,1
11,Larceny Theft,32,19,4
14,Larceny Theft,22,33,4
13,Non-Criminal,24,14,1
15,Offences Against The Family And Children,18,29,2
15,Other Miscellaneous,18,29,1
6,Fraud,8,32,2
10,Larceny Theft,25,21,4
14,Larceny Theft,27,33,4
15,Larceny Theft,31,31,4
19,Drug Offense,26,27,2
19,Drug Offense,26,27,2
19,Other Miscellaneous,26,27,1
18,Assault,25,30,4
18,Offences Against The Family And Children,25,30,2
15,Missing Person,25,7,1
15,Missing Person,25,7,1
14,Larceny Theft,13,27,4
14,Sex Offense,13,27,2
18,Larceny Theft,32,25,4
19,Weapons Offense,22,26,2
19,Drug Offense,17,27,2
17,Larceny Theft,32,29,4
22,Burglary,8,29,4
18,Miscellaneous Investigation,8,34,1
18,Larceny Theft,32,28,4
16,Larceny Theft,26,26,4
18,Assault,7,11,4
18,Larceny Theft,7,11,4
